Item,Retail.Price,Unit.Cost
Christmas Musical Necktie - Neckties,18.86,17.23
Wiley X WX Gravity Polarized Sunglasses - Sunglasses,92.16,74.00
Dragon Viceroy Sunglasses - Sunglasses,71.95,66.86
AK Anne Klein Women's Kaya Flat - Flats,66.99,49.10
Deuter Helion 60 - Travel Duffels,270.00,233.44
Keyboard ties Mens Music Neck Ties - Neckties,18.95,17.10
Disney Pixar Cars Toddler Back Pack - Backpacks,18.55,16.26
MC USA Flag Biker Pin - Brooches & Pins,4.00,3.36
Final Tribute Pin - Brooches & Pins,6.25,5.03
Full Size Grey Spiderman Backpack - Casual Daypacks,33.27,31.64
Vince Camuto Women's Ashlynn Pump - Pumps,26.97,24.96
Duluth Pack Scoutmaster Pack - Casual Daypacks,15.90,13.19
Carrera 33/S Aviator Sunglasses - Sunglasses,68.95,59.58
Tandy Top Notch Billfold Leather Kit - Wallets,19.99,16.11
AK Anne Klein Women's Gentle Shoes - Slippers,44.99,43.08
Chums Ballistics Trifold Wallet - Wallets,7.99,7.51
Uglydoll Ket Drawstring Bag - Drawstring Bags,24.99,22.59
Madden Girl Women's TWIZZLE - Sandals,39.95,36.05
Derek Alexander NS Two Sided Zip (Red) - Crossbody Bags,115.99,110.82
Lux de Ville New Getaway Wallet - Wallets,37.08,35.34
Gel Ultimates Thong Sandal Guard - Flats,6.99,5.40
Hobie Olas Rectangle Sunglasses - Sunglasses,69.99,53.25
Duluth Pack Medium Safari Duffel Bag - Travel Duffels,24.50,18.51
Duluth Pack Small Safari Duffel Bag - Travel Duffels,20.84,18.05
Sailor Moon: Luna Draw String Bag - Drawstring Bags,18.99,15.60
Brahmin Suri Wallet - Wallets,13.71,10.36
Zeal Optics Unisex Essential Polarized - Sunglasses,99.00,79.34
Zeal Optics Womens Penny Lane Polarized - Sunglasses,109.00,79.24
Stainless Steel Date Watch by Croton - Wrist Watches,38.88,35.96
Rampage Women's Lanna Boot - Boots,44.99,36.27
Men's S&W Commando Watch - Wrist Watches,59.77,45.21
PENGUIN Ski Hat Animal Hat Fleece lined - Hats & Caps,9.26,7.46
NEFF Men's Spectra Sunglasses - Sunglasses,27.95,24.44
Teva Women's Freewheel Fashion Sneaker - Fashion Sneakers,59.90,47.09
Hello Kitty Couture Tote Bag - Totes,80.53,61.28
Hello Kitty Couture Duffle Bag - Travel Duffels,35.99,28.53
HELLO KITTY EMOTIONS LONG WALLET - Wallets,29.98,21.61
Game Time Men's NFL Training Camp Watch - Wrist Watches,19.99,16.36
Alchemy Goods Franklin Bifold Wallet - Wallets,35.00,30.89
Kenneth Cole New York Men's KC9109 - Wrist Watches,7.99,6.40
Kenneth Cole New York Men's KC1847 - Wrist Watches,7.99,6.56
Brianna Leigh Women's Queen Pump - Pumps,40.16,31.90
Fossil Men's Aiden Belt - Belts,34.99,28.25
Michael Kors Watches Bradshaw Watch - Wrist Watches,13.99,13.29
Fossil Men's Joe Belt - Belts,32.00,30.00
WWE Sheamus Celtic Warrior Logo Pendant - Necklaces,19.99,14.49
Converse CT AS Ox Parasailing - Fashion Sneakers,64.99,48.81
DECKY Fire Beanie - Hats & Caps,10.01,9.44
Blondo Women's Marinella Pump - Pumps,31.74,25.27
NEW MASONIC PRESENTATION WRIST WATCH - Wrist Watches,18.99,13.75
Etienne Aigner Women's Julia Sandal - Sandals,62.15,46.53
American Flag Eyeglass Holder Pin - Brooches & Pins,4.95,4.67
Disney Princess Watch (Light Blue) - Wrist Watches,7.50,7.12
Masonic Gold Past Master Lapel Pin - Jewelry,7.99,6.81
KAVU Key Chain Key Chain - Keyrings & Keychains,6.47,5.37
Lugz Men's Changeover - Fashion Sneakers,41.99,32.64
Timex Blake Street Watch - Wrist Watches,2.39,2.21
Timex Women's Weekender 31mm Watch - Wrist Watches,3.99,3.09
Timex Expedition Rugged Metal Watch - Wrist Watches,3.99,3.11
Timex 30 Lap Shock Resistant Ironman - Wrist Watches,189.95,180.66
Genuine Porsche Umbrella (XL) - Umbrellas,128.87,109.75
Bed Stu Women's Lauren Slingback Sandal - Flats,77.95,74.74
Nearly Square Sunglasses - Sunglasses,7.99,7.65
Lexus Leather Wallet - Wallets,35.70,29.39
Cadillac Leather Wallet - Wallets,35.70,27.52
Chevrolet Leather Wallet - Wallets,35.70,26.19
DECKY Knitted Flat Top Cap w/Visor - Hats & Caps,7.70,6.66
DECKY Single Striped Beanies - Hats & Caps,8.45,7.56
Guinness Spinner Toucan Keyring - Keyrings & Keychains,12.99,11.14
ONOS Oak Harbor Polarized Sunglasses - Sunglasses,68.22,62.43
Boot Strap - Boots,11.97,9.98
Dowco 03432 Fastrax Black Messenger Bag - Messenger Bags,8.17,7.47
Guinness Label Playing Cards - Belts,7.79,6.56
Wicca Stability Amulet - Necklaces,6.47,6.00
Midnight Dragon Amulet - Necklaces,12.95,11.72
Cudas Men's Atticus Thong Sandal - Sandals,14.59,12.57
Spring Step Women's Linda Sandals - Flats,42.99,38.80
JanSport Specter Backpack - Casual Daypacks,10.59,8.55
Bloodstone 7 Chakra Pendulum - Jewelry,8.95,7.03
Hearing Impaired Lapel Pin - Brooches & Pins,6.95,6.03
TrailHeads Fleece Hand Warmers - Hats & Caps,15.00,12.12
Scorpion Western Cowboy Belt Buckle - Belt Buckles,13.99,13.14
Robert Clergerie Women's Alex - Flats,395.00,345.55
Zutano Balalaika Hat - Hats & Caps,7.50,6.80
Not Rated Women's Brit - Flats,40.31,32.24
Teva Crank Kids Sneaker - Flats,39.99,38.06
Dragon Alliance Fame Sunglasses - Sunglasses,52.98,43.46
Dragon Alliance Decca Sunglasses - Sunglasses,139.93,113.75
CL by Laundry Womens Sonnet - Pumps,24.99,22.26
The SAK Ventura Convertible Backpack - Casual Daypacks,11.35,10.37
Nike Brasilia 6 Duffel Bag - Sports Duffels,54.99,43.82
Columbia Men's Columbia Watch Cap - Wrist Watches,19.20,14.76
Puma Men's Maeko XL Leather Sneaker - Fashion Sneakers,73.00,61.20
Donald J Pliner Women's Denda Flat - Flats,25.04,23.99
Swatch SUOO701 - Wrist Watches,59.99,52.04
Pepper's Sunset Blvd Wrap Sunglasses - Sunglasses,38.13,36.51
AmeriLeather Roamer 23" Upright (Red) - Casual Daypacks,235.58,192.13
MINI SPEEDOMETER BLA - Wrist Watches,149.99,108.39
Cowboy Up Belt Buckle - Belt Buckles,10.72,9.82
VANELi Women's Anica Fashion Sneaker - Fashion Sneakers,24.29,20.00
Suncloud Polarized Cookie Sunglasses - Sunglasses,49.99,46.16
Xtenex X300 Neon Yellow 20" Shoe Laces - Shoelaces,14.95,12.97
Mitsubishi Leather Wallet - Wallets,35.70,27.15
Amber Turquoise Beads Length 74 Inches - Necklaces,49.78,43.29
Monkey Mood Necklace - Necklaces,3.99,3.04
Dora Toddler Backpack - Backpacks,18.55,16.69
Lisa Frank Luggage (style may change) - Kids' Backpacks,37.85,32.66
MAGMA MGA47350 Rolltop Backpack III - Casual Daypacks,22.99,17.32
Peugeot Women's 7066 - Wrist Watches,3.99,3.69
Peugeot Women's 7067 - Wrist Watches,6.99,5.81
Dansko Women's Chrissy Ballet Flat - Flats,160.00,116.90
Via Spiga Women's Wendy - Platforms & Wedges,45.29,39.23
Dakine Ryder Belt - Belts,17.50,14.90
Fireman Sam Backpack School Bag - Kids' Backpacks,44.99,40.30
Vestal Compressor Round Sunglasses - Sunglasses,85.00,81.23
ADRIENNE VITTADINI Women's Prince - Pumps,78.99,59.64
COACH Womens Hope - Sunglasses,76.88,60.89
Sidekicks Womens Foldable Ballet Flats - Flats,15.00,14.11
DECKY Contra Stitch Washed Polo Cap - Hats & Caps,6.16,5.70
Suncloud Conductor Polarized Sunglasses - Sunglasses,49.99,39.33
Suncloud Voucher Polarized Sunglasses - Sunglasses,49.99,43.83
BCBGeneration Women's PENELOPEE - Boots,59.99,56.31
Seiko SXDE42 - Wrist Watches,149.00,113.52
CERT Backpack Green w/ Logo - Casual Daypacks,30.62,27.12
"Jesus Rides w/ Me" Biker Pin - Brooches & Pins,6.99,6.41
ANNA by Anuschka Ladies Wallet - Wallets,8.69,7.63
1/2" inch Patent Leather Skinny Belt - Belts,16.21,15.28
NIKE Sportswear Hayward Futura Backpack - Casual Daypacks,49.99,38.52
Sunday Afternoons Women's Tahoe Hat - Sun Hats,30.47,27.11
Cressi Jungle Duffle Bag - Travel Duffels,2.74,2.23
House of Harlow 1960 Women's Nora Pump - Pumps,19.99,15.76
Nike Jumpman Black Sling Backpack - Casual Daypacks,54.95,45.02
Oh! Shoes Women's Denise - Heeled Sandals,164.99,135.42
Body Glove Fl16A Wrap Sunglasses - Sunglasses,29.95,24.59
Bolle Molly Sunglasses - Sunglasses,40.02,30.11
Electric Visual Knoxville Sunglasses - Sunglasses,199.95,149.12
Blundstone Work Series 141 - Boots,169.00,134.59
Sterling Silver Silver Spoon Charm - Jewelry,15.15,13.11
Suncloud Detour Polarized Sunglasses - Sunglasses,49.99,46.86
Bulova Men's 97A106 Leather Strap Watch - Wrist Watches,11.99,11.13
Nocona Men's Bullet Camo Rodeo - Wallets,36.18,33.75
Breast Cancer Awareness Drawstring Bag - Drawstring Bags,6.99,5.94
Borsalino Wide Brim Panama Fedora - Hats & Caps,220.00,185.59
Merrell Women's Avesso Flat - Fashion Sneakers,80.00,74.02
Transfer Belts - Belts,17.78,13.58
Hempmania Hemp Checkbook Wallet - Wallets,29.50,25.07
Clarks Women's Charmed Bow Pump - Pumps,74.90,54.21
Nina Women's Pascal Slingback Sandal - Pumps,44.55,42.39
Dragon Alliance Vice Roy Sunglasses - Sunglasses,110.00,101.92
VonZipper Cletus Sunglasses - Sunglasses,100.00,91.86
VonZipper Luna Square Sunglasses - Sunglasses,90.00,66.95
Perry Ellis Men's Sapphire Dress Belt - Belts,9.96,9.51
adidas Block Sackpack - Drawstring Bags,9.99,8.09
Small Flying Pig Pin - Brooches & Pins,7.25,6.95
Half Skull Sunglass Holder Pin - Brooches & Pins,6.49,4.86
''Kiss My Butt'' Pin - Brooches & Pins,4.00,3.11
Half Skull Pin - Brooches & Pins,7.87,6.43
Nevados Men's Napa Casual Shoes - Fashion Sneakers,34.95,26.07
Dragon Alliance Orbit Sunglasses - Sunglasses,140.00,121.74
Julbo Kid's Rookie Sunglasses - Sunglasses,45.00,37.75
Serengeti Levanto Sunglasses - Sunglasses,260.00,196.18
Oakley Crosshair OO4060  Sunglasses - Sunglasses,120.00,105.81
Perry Ellis Men's Passport Case - Wallets,21.59,19.98
Dr. Martens Men's Andre Shoe - Oxfords,94.99,90.20
Madden Girl Women's Ursey Wedge Pump - Pumps,54.99,44.14
Naot Women's Korari Mary Jane Flat - Flats,132.34,98.18
Naot Women's Taramoa Mary Jane Flat - Fashion Sneakers,189.95,155.54
Naot Women's Abstract Flat - Flats,190.00,177.33
Optic Nerve Arsenal Sunglasses - Sunglasses,65.00,56.57
SOMEDAY Purse by Justin Bieber - Shoulder Bags,99.99,94.17
Ray Ban RB3483 Sunglasses 60mm - Sunglasses,148.44,107.13
ZIPPERED YARN TOTE BAG BY JUMBL - Luggage,19.99,14.79
Born Zena - Boots,140.00,110.00
Rocket Dog Women's Marlie - Flats,44.95,37.32
Bostonian Men's Whip Plain Toe Oxford - Oxfords,90.00,66.96
Timex Men's Classics Analog Dial Watch - Wrist Watches,32.00,23.10
Blazin Roxx Women's Blue Star Wallet - Wallets,2.52,2.37
Crime Scene Mighty Wallet - Wallets,15.00,11.04
Diego Toddler Rolling Backpack - Kids' Backpacks,27.44,23.43
Optic Nerve Waterdog Sunglasses - Sunglasses,49.00,37.51
Fireman Sam Red Square Backpack - Kids' Backpacks,11.94,10.19
Anuschka 493 - Shoulder Bags,15.23,13.50
CLARKS Men's Verro Real - Oxfords,139.99,124.25
Minnetonka 5307T Shoulder Bag - Crossbody Bags,5.95,5.16
Derek Alexander Billfold show card - Wallets,58.99,51.30
Ruz Iron Man 2 Toddler Rolling Backpack - Kids' Backpacks,3.99,3.18
Serengeti Sassari Sunglasses - Sunglasses,147.95,134.02
Serengeti Volterra Sunglasses - Sunglasses,189.00,164.58
KAVU Women's Mini Keeper Bag - Casual Daypacks,21.00,18.34
Diesel Analog White Watch DZ1515 - Wrist Watches,219.90,173.80
The Big One 60th Birthday Gift Set - Hats & Caps,2.99,2.19
San Diego Hat Company Women's Roll Hat - Sun Hats,28.49,27.20
Pulsar Active Sport Men's watch #PXHA29 - Wrist Watches,114.99,109.18
Official Pink Mustang Belt Buckle - Belt Buckles,17.99,15.19
Imaga Chemo Sleep Cap Black & White - Hats & Caps,17.95,13.41
Jason Wu for Target Blue Stripe Tote - Luggage,42.95,39.60
Skagen Gold Tone Steel Link Watch - Wrist Watches,190.00,164.10
OGIO Hamptons Tote Tote - Luggage,56.41,42.07
Anuschka 1088 DNP Wallet - Wallets,15.71,13.41
pistil Women's Jax Hat - Hats & Caps,31.95,27.18
Monster High Twill Cadet Cap - Hats & Caps,8.95,7.90
L48214116 Longines Presence Mens Watch - Wrist Watches,933.90,727.53
Herschel Supply Co. Men's Hank + Coin - Wallets,34.99,29.29
Gold St. Michael Medal on flip ring - Necklaces,5.95,4.83
Black Flys Fly Straight Wrap Sunglasses - Sunglasses,56.73,51.25
Black Flys Fly Dmc Square Sunglasses - Sunglasses,109.95,81.50
Black Flys Funk Fly Square Sunglasses - Sunglasses,99.95,71.97
Black Flys Fly Detector Wrap Sunglasses - Sunglasses,99.95,81.55
Black Flys Snow Fly Oval Sunglasses - Sunglasses,69.95,53.24
Black Flys Fly No. 5 Wrap Sunglasses - Sunglasses,99.95,72.03
Black Flys Micro Fly Wrap Sunglasses - Sunglasses,59.95,55.70
Black Flys Sonic Fly Wrap Sunglasses - Sunglasses,79.95,72.84
Dakota Casual Watch(Model: 83581) - Wrist Watches,12.95,11.64
Ford Oval Black Mesh Hat - Hats & Caps,18.99,15.94
Chevy Bowtie Black Mesh Hat - Hats & Caps,18.99,14.53
Fossil Men's Brody Belt - Belts,33.99,31.85
Army Silk Tie - Neckties,32.95,26.68
Citizen Men's Black Leather Strap Watch - Wrist Watches,7.99,6.07
High Sierra Curve Backpack - Kids' Backpacks,4.76,3.61
Elastic Shoe Laces in White (Pack of 3) - Shoelaces,7.79,6.92
Elastic Shoe Laces in Black (Pack of 3) - Shoelaces,2.80,2.58
Wembley Men’s Satin Solid Tie - Neckties,10.00,8.60
Persol Men's 0PO3019S Square Sunglasses - Sunglasses,35.74,30.94
Optic Nerve Alloy Sunglasses - Sunglasses,41.99,38.95
Optic Nerve Spicer Sunglasses - Sunglasses,65.00,52.60
Optic Nerve Omnium PM Sunglasses - Sunglasses,19.99,15.18
Optic Nerve Axtionsuit Sunglasses - Sunglasses,49.00,41.18
Optic Nerve Hermosa Sunglasses - Sunglasses,49.00,36.38
Serengeti San Remo Sunglasses - Sunglasses,165.99,139.10
Jessica Simpson Women's Cosimo Sandal - Platforms & Wedges,102.99,79.93
Dragon Experience 2 Sunglasses - Sunglasses,119.95,107.36
Miche Demi Shell Sharon - Shoulder Bags,25.99,19.07
ORCA Waterproof Backpack - Casual Daypacks,99.99,75.01
Hello Kitty Messenger Bag (Pink W/bear) - Messenger Bags,19.61,17.37
Dot Dash Destro Sunglasses - Sunglasses,38.00,32.07
Dot Dash Poseur Sunglasses - Sunglasses,20.43,15.82
Dot Dash Portal Sunglasses - Sunglasses,28.00,20.83
Dot Dash Oval Sunglasses - Sunglasses,25.17,23.34
Dot Dash Unisex Fractal Sunglasses - Sunglasses,39.20,32.24
Dot Dash Aviator Sunglasses - Sunglasses,8.99,7.16
Dot Dash Womens One Size Blk/Gry - Sunglasses,11.44,9.36
Nomad Women's Disco Espadrille flat - Flats,26.00,18.79
Nomad Women's Foxy Espadrille - Flats,24.99,23.78
Bolle Quindaro Sunglasses - Sunglasses,169.99,154.22
Hunger Games Movie Poster Tote Bag - Luggage,18.00,13.47
16" Camoflauge Duffel Bag - Sports Duffels,23.00,18.34
MT 20 (Camoflauge Pink Trim) - Travel Duffels,36.00,26.45
WL22 - Sports Duffels,27.00,21.09
Dunham Men's Brodrick Oxford - Oxfords,69.20,50.44
SeaVees Men's Pantone Plimsoll Sneaker - Fashion Sneakers,78.99,72.51
Dinsney Princess Swirl Messenger Bag - Messenger Bags,17.49,16.33
Diesel Men's Exposure I Fashion Sneaker - Fashion Sneakers,72.58,65.78
High Sierra Synch Backpack - Casual Daypacks,19.99,14.71
Fjallraven Totepack No.1 - Luggage,8.17,7.80
Tibetan Buddhist Dzi Beads Bracelet - Jewelry,7.98,7.19
Kikkerland Lucky Beggar Wallet - Wallets,17.75,13.25
Spy Beachwood Sunglasses - Sunglasses,96.00,78.88
Spy Midtown Sunglasses - Sunglasses,103.95,95.30
Lamo Sheepskin 9 Inch Classic Boot - Boots,70.00,53.96
Ralph Women's RA5141 Sunglasses - Sunglasses,67.20,61.69
Freestyle Mens USA Navigator 3.0 - Wrist Watches,3.99,3.37
Freestyle USA Workout 75 Lap - Wrist Watches,2.39,2.01
DECKY Kid's Acrylic Cap - Hats & Caps,6.47,4.76
Tom Ford Colette FT0250 Sunglasses - Sunglasses,149.00,132.79
DECKY Two Tone Trucker Cap - Hats & Caps,6.75,5.39
T.U.K. Women's A8173L Pump - Pumps,39.99,28.85
T.U.K. Women's A8198L Platform Pump - Pumps,29.99,22.18
Nautica A21533G Men's Watch - Wrist Watches,134.95,120.53
Oakley Batwolf Icon Pair - Sunglasses,12.00,10.59
Sperry Women's Sky Sail Fashion Sneaker - Fashion Sneakers,52.49,48.62
Pewter Draco Dragon Pendant Necklace - Necklaces,19.99,14.54
Department Gait Belts - Belts,31.92,23.88
Atomic Unisex Talking Watch - Wrist Watches,38.89,31.01
Harmonious Universe celestial amulet - Jewelry,6.79,5.07
Elephantito Jamie (Toddler/Little Kid) - Oxfords,73.00,53.36
Diesel DZ4258 Men's Watch - Wrist Watches,178.80,140.37
Masonic Tri Fold Wallet - Wallets,9.95,9.13
Annie Shoes Women's Precious Pump - Pumps,20.20,17.63
Easy Street Women's Tender Pump - Pumps,24.00,19.70
Croakies Artisan 2 Belt - Belts,23.37,20.64
Invicta Men's Reserve Excursion 10894 - Wrist Watches,158.37,121.56
Invicta Men's Vintage 12212 - Wrist Watches,114.56,105.00
Invicta Men's Corduba 10620 - Wrist Watches,169.99,159.21
Invicta Men's Vintage SS 12223 - Wrist Watches,7.99,5.77
Invicta Men's Reserve 10743 - Wrist Watches,540.00,450.51
Invicta Men's Vintage 12227 - Wrist Watches,7.99,6.56
Invicta Women's Angel 11769 - Wrist Watches,7.99,7.19
Invicta Watch - Wrist Watches,199.99,166.10
Jordan Hydro 6 - Sandals,70.00,55.44
Nike Big Boys Air Jordan Knit Beanie - Hats & Caps,21.80,19.03
Glove It White Bling Ladies Golf Visor - Visors,19.95,18.79
SoftSpots Shandie Women's Mary Jane - Pumps,59.90,49.91
Softspots Maven - Flats,64.90,59.06
Livie & Luca Elephant Flat (Toddler) - Flats,56.00,48.85
Oh! Shoes Women's Hero - Pumps,199.95,183.67
Harveys Women's Medium Tote (Treecycle) - Shoulder Bags,104.00,76.36
Alegria Avril Print - Boots,94.99,68.93
Wreath Masonic Lapel Pin - Brooches & Pins,7.99,6.30
Easy Spirit Women's Percept Flat - Flats,79.99,59.69
ORCA Speed Laces - Shoelaces,6.95,5.34
Isola Women's Nara Stilettos - Pumps,54.99,45.12
Haflinger SC Russia Slipper - Slippers,139.99,130.23
Isola Women's Ricci II Heels - Pumps,55.99,47.52
Franco Sarto Women's Utara Pump - Pumps,47.57,43.20
ZANheadgear Headwrap (Black) - Hats & Caps,9.87,7.78
Saint Michael the Archangel Amulet - Jewelry,1.95,1.42
Victoria's Secret Pink VS LOGO Tote Bag - Totes,42.99,33.23
Bmw Inner Bag for Large Top Box - Travel Duffels,135.95,110.29
Propet Women's Town Walker - Boots,42.00,37.74
Mephisto Women's Marcia Mary Jane Flat - Flats,299.00,269.89
Mephisto Women's Kimona Wedge Pump - Pumps,329.00,270.08
Coach Women's HC8001 Sunglasses - Sunglasses,94.95,77.30
Jesus Fish Keyring - Keyrings & Keychains,8.99,7.89
Ivanka Trump Women's Cece Flat - Flats,102.99,97.11
Spec Cast Case IH Logo AG Belt Buckle - Belt Buckles,16.99,14.54
Miz Mooz Women's Rhea  Sandal - Flats,89.95,72.67
Volatile Women's Boot Camp Combat Boot - Boots,54.99,47.79
Ladies' Pulsar Watch - Wrist Watches,79.99,72.00
Native Eyewear Unisex Gonzo - Sunglasses,67.99,59.25
Bolle Bounty Sunglasses - Sunglasses,129.99,107.07
Bolle Rainier Sunglasses - Sunglasses,140.00,122.88
Bolle Bolt Sunglasses - Sunglasses,86.00,79.62
Serengeti Pareto Sunglasses - Sunglasses,270.00,230.76
Serengeti Assisi Sunglasses - Sunglasses,81.41,64.17
Serengeti Bella Sunglasses - Sunglasses,220.71,162.93
Serengeti Lorenzo Sunglasses - Sunglasses,97.95,86.09
Serengeti Nico Sunglasses - Sunglasses,139.00,106.08
Serengeti Chloe Sunglasses - Sunglasses,149.00,111.66
Bolle Ransom Sunglasses - Sunglasses,59.99,50.39
Serengeti Maestrale Sunglasses - Sunglasses,88.75,77.61
AmeriBag 65204 Shoulder Bag - Crossbody Bags,4.94,4.52
Rivieras Men's Classic 20 Slip Ons - Fashion Sneakers,78.00,61.59
PUMA Safety Mens Sierra Nevada Low EH - Boots,135.00,113.44
Bill Adler Men's Jelly Bean Belt - Belts,30.00,21.91
LADIES LEATHER BACKPACK PURSE - Backpacks,16.63,14.11
Taylor Swift Wonderstruck Promo Bag - Shoulder Bags,59.99,49.20
Zutano Girls Owls Baby Sun Hat - Hats & Caps,11.95,10.23
Timex B807 - Wrist Watches,59.00,54.06
Cece L'amour Women's Barbara - Platforms & Wedges,77.76,74.48
3D Natural Western Bifold Wallet - Wallets,49.00,39.66
Quay Women's The Playa Sunglasses - Sunglasses,41.97,37.99
Recycled Leather Basic ID Wallet - Wallets,14.97,13.40
Dockers Men's 1 1/4 in. Braided Belt - Belts,20.00,14.43
Eastland Women's Gina - Flats,65.00,50.58
Daniel Green Women's Adel Slipper - Slippers,35.00,33.55
Jellypop Women's Michelle Platform Pump - Pumps,30.57,27.09
Jellypop Women's Essie Platform Pump - Platforms & Wedges,35.40,33.91
Calvin Klein Men's Kaleb - Fashion Sneakers,130.00,116.33
Disney Tinkerbell Backpack (WNFO) - Kids' Backpacks,19.99,14.42
Natural Steps Lil Safari Boot (Infant) - Boots,19.95,16.46
DECKY Polo Visor - Hats & Caps,9.00,7.59
Awesome! Rococo Design Sunglasses! - Sunglasses,7.00,5.78
Retro Super Future Flat Top 184 - Sunglasses,189.00,140.32
Ben 10 Alien force Kids Umbrella - Umbrellas,11.99,9.93
Nautica N17549g Gents Mens Watch - Wrist Watches,13.99,12.83
Profile Design Elastic Laces w/Lock - Shoelaces,1.99,1.85
Blank Kids Youth Sun Protection Visors - Hats & Caps,10.69,10.24
UGG Maddi (Toddler/Little Big Kid) - Boots,159.95,151.14
GUESS Women's Gc Femme Timepiece - Wrist Watches,220.00,202.84
Built Ford Tough Belt Buckle - Belt Buckles,12.95,9.55
Ros Hommerson Women's Liv Pump - Pumps,64.00,49.60
Leather Accents Casual Crossbody Bag - Messenger Bags,69.90,58.58
Leather Accents Hobo Bag - Shoulder Bags,79.90,76.08
Leather Accents Shopper Shoulder Bag - Shoulder Bags,10.70,8.42
Tote Bag S706 - Totes,8.80,7.16
Unisex Waxed Cotton Canvas Cap - Sun Hats,18.00,16.95
Celine 41801/S Sunglasses - Sunglasses,207.20,155.29
Fossil Men's Dacey Belt - Belts,35.00,32.55
Ros Hommerson Women's Navid Flat - Flats,17.32,16.00
ECCO Men's Fusion Tie Derby Shoe - Oxfords,201.39,188.08
ECCO Women's Sculptured 65 - Pumps,99.95,78.05
Enzo Angiolini Women's Trooper Sandal - Flats,29.99,28.17
Loose beads 1/4 POUND Mosaic Craft - Necklaces,7.99,6.33
Embassy Aluminum Wallet - Wallets,2.19,1.94
Zutano Sunday Drive Beanie Hat - Hats & Caps,7.50,6.00
John Deere Men's Fashion Contrast Belt - Belts,35.00,31.52
PGA TOUR Men's Reversible Belt - Belts,30.00,23.40
Touch Ups Women's Blake Platform Pump - Pumps,30.87,28.02
Skechers Kids 88175L Beatsters Sneaker - Boots,29.68,21.41
Trafalgar Mens Aldridge Silk Brace - Suspenders,90.00,66.73
Trafalgar Mens Herringbone Silk Brace - Suspenders,90.00,81.07
Ray Ban 4147 - Sunglasses,193.00,157.88
Franco Sarto Women's Model Flat - Flats,39.99,32.22
Harajuku Mini Backpack I LOVE HM - Backpacks,16.99,15.46
Akona Mesh Duffel Bag - Travel Duffels,30.93,26.04
Timex Womens Ironman Essential 10 Lap - Wrist Watches,20.99,15.73
Fila Men's Talon 3 Sneaker - Fashion Sneakers,29.97,26.59
Sun 'N' Sand French Laundry - Sun Hats,15.90,12.37
Spy  Skylar Rectangular Eyeglasses - Sunglasses,27.62,19.92
Paid In Full Gift Card Holder & Wallet - Wallets,7.99,5.98
Make a Wish Gift Card Holder & Wallet - Wallets,7.99,6.78
The Jay Gift Card Holder & Wallet - Wallets,7.99,6.02
Pink Skull Gift Card Holder & Wallet - Wallets,7.99,5.88
Bacon Weave Gift Card Holder & Wallet - Wallets,7.99,6.71
Jet Airliner Gift Card Holder & Wallet - Wallets,7.99,6.33
Darling Rose Gift Card Holder & Wallet - Wallets,7.99,7.63
Exotic Bird Gift Card Holder & Wallet - Wallets,7.99,7.22
Crow + Raven Gift Card Holder & Wallet - Wallets,7.99,7.08
Chains Link Gift Card Holder & Wallet - Wallets,7.99,6.50
HMC US Navy Service Emblem Money Clip - Money Clips,12.99,10.82
Joe Rodeo MASTER JJM81 Diamond Watch - Wrist Watches,769.00,687.20
Leather Kids Wallet MultiColor #825COL - Wallets,7.99,6.93
Sebago Men's Vincent - Oxfords,59.95,46.84
Carhartt Boys' Bubba Hat - Hats & Caps,12.99,11.80
Nixon Men's Axe Watch - Wrist Watches,125.00,94.65
Ducati Corse Umbrella - Umbrellas,34.95,25.90
Nocona Men's Pro Flower Leaf Rodeo - Wallets,35.00,29.82
12" Disney Princess Rolling Backpack - Kids' Backpacks,26.50,21.19
10" Disney Fairies Mini Backpack - Kids' Backpacks,13.98,11.94
2 Lips Too Women's Too Fabric - Pumps,42.39,31.00
Lacoste Men's Ramer MID AGW - Fashion Sneakers,59.95,48.57
Fuzzy Friends Women's Cat Slipper - Slippers,26.95,23.54
Christian Audigier Magda Tote - Shoulder Bags,19.99,18.38
Christian Audigier Wanda Messenger - Messenger Bags,39.00,28.12
ASICS Women's Tegan Visor Beanie - Visors,17.99,13.41
Siskiyou MLB unisex Wrap Sunglasses - Sunglasses,11.98,11.23
IZOD Men's Chesapeake Solid Tie - Neckties,50.00,39.82
Doctor Who TARDIS Key Chain Flashlight - Keyrings & Keychains,12.99,12.23
Sanrio Hello Kitty Backpack (KP3081943) - Kids' Backpacks,16.99,16.04
Sanrio Hello Kitty Backpack (KP3081954) - Casual Daypacks,14.99,12.67
Fourth Pentacle of Mercury Amulet - Jewelry,12.01,10.45
Timex Expedition Shock Watch - Wrist Watches,3.99,3.40
Timex Digital Expedition Watch - Wrist Watches,3.99,3.46
Timex Men's South Street Watch - Wrist Watches,2.39,2.11
Dr. Scholl's Women's Teagan Oxofrd - Oxfords,54.99,43.18
Stephen Joseph Boys Sidekick Backpack - Kids' Backpacks,19.84,15.89
Calcutta BJ1BM Baja Sunglasses - Sunglasses,21.47,16.92
Stephen Joseph Girls Sidekick Backpacks - Kids' Backpacks,24.99,21.12
Carrera CA6000S Rectangular Sunglasses - Sunglasses,79.50,60.89
Rawlings Youth 102 RV Sunglasses - Sunglasses,23.90,20.62
